link,start,end,video,utterance,arousal,valence,EmotionMaxVote
https://www.youtube.com/watch?v=_bg0TrqHcBs,0,16.23171606,1f61459b0,utterance_1.mp4,0.468657984,0.696570616,3
https://www.youtube.com/watch?v=_bg0TrqHcBs,16.56501619,21.86448817,1f61459b0,utterance_2.mp4,0.686896528,-0.059614634,0
https://www.youtube.com/watch?v=_bg0TrqHcBs,22.16445828,29.430401,1f61459b0,utterance_3.mp4,0.373679363,-0.106707979,1
https://www.youtube.com/watch?v=_bg0TrqHcBs,29.63038107,33.09670237,1f61459b0,utterance_4.mp4,0.543496937,-0.025994865,0
https://www.youtube.com/watch?v=_bg0TrqHcBs,33.36334247,38.2628543,1f61459b0,utterance_5.mp4,0.331836433,0.112043518,4
https://www.youtube.com/watch?v=_bg0TrqHcBs,38.96278456,55.62779078,1f61459b0,utterance_6.mp4,0.773610077,-0.129363137,0
https://www.youtube.com/watch?v=_bg0TrqHcBs,56.22773101,61.66052304,1f61459b0,utterance_7.mp4,0.8036874,-0.242422755,2
https://www.youtube.com/watch?v=_bg0TrqHcBs,62.06048319,63.9602939,1f61459b0,utterance_8.mp4,0.631469499,-0.088503753,0
https://www.youtube.com/watch?v=_bg0TrqHcBs,64.16027397,78.85880946,1f61459b0,utterance_9.mp4,0.745946792,-0.15324012,2
https://www.youtube.com/watch?v=_bg0TrqHcBs,79.55873973,83.19171108,1f61459b0,utterance_10.mp4,0.838301029,-0.245898799,0
https://www.youtube.com/watch?v=_bg0TrqHcBs,83.52501121,84.75822167,1f61459b0,utterance_11.mp4,0.739452044,-0.084169813,0
https://www.youtube.com/watch?v=_bg0TrqHcBs,84.92487173,87.39129265,1f61459b0,utterance_12.mp4,0.677710659,0.028740257,4
https://www.youtube.com/watch?v=_bg0TrqHcBs,87.72459278,92.92407472,1f61459b0,utterance_13.mp4,0.540005186,-0.179569906,4
https://www.youtube.com/watch?v=_bg0TrqHcBs,93.09072478,104.322939,1f61459b0,utterance_14.mp4,0.549332682,-0.281824289,0
https://www.youtube.com/watch?v=XPXSWf1h0h4,31.73261245,39.49910268,a1b44e5f3,utterance_10.mp4,0.653701569,-0.602524615,0
https://www.youtube.com/watch?v=XPXSWf1h0h4,55.53207179,61.09861199,a1b44e5f3,utterance_14.mp4,0.58799987,-0.541147245,1
https://www.youtube.com/watch?v=XPXSWf1h0h4,64.86519309,70.33173557,a1b44e5f3,utterance_16.mp4,0.766518433,-0.627140229,0
https://www.youtube.com/watch?v=XPXSWf1h0h4,82.13146751,83.46477056,a1b44e5f3,utterance_19.mp4,0.355423841,0.380604658,3
https://www.youtube.com/watch?v=XPXSWf1h0h4,85.16473194,88.03133348,a1b44e5f3,utterance_21.mp4,0.543050347,0.386876101,3
https://www.youtube.com/watch?v=XPXSWf1h0h4,88.19799637,91.96457746,a1b44e5f3,utterance_22.mp4,0.312368804,0.016705944,0
https://www.youtube.com/watch?v=XPXSWf1h0h4,93.56454112,101.2976988,a1b44e5f3,utterance_23.mp4,0.764946436,0.193151012,0
https://www.youtube.com/watch?v=XPXSWf1h0h4,112.6974398,113.6974171,a1b44e5f3,utterance_29.mp4,0.421741364,0.199441173,4
https://www.youtube.com/watch?v=XPXSWf1h0h4,114.097408,114.6307292,a1b44e5f3,utterance_30.mp4,0.412004903,0.240332357,4
https://www.youtube.com/watch?v=XPXSWf1h0h4,117.1306724,120.6639255,a1b44e5f3,utterance_32.mp4,0.709827024,0.792284363,3
https://www.youtube.com/watch?v=XPXSWf1h0h4,122.4972172,125.497149,a1b44e5f3,utterance_33.mp4,0.823346875,-0.204116869,0
https://www.youtube.com/watch?v=pZSp0HSzGqQ,1.167826784,3.086399358,a7c5bc08c,utterance_1.mp4,0.162348243,-0.421798179,4
https://www.youtube.com/watch?v=pZSp0HSzGqQ,4.087393745,8.466744186,a7c5bc08c,utterance_2.mp4,0.367024012,-0.239890675,0
https://www.youtube.com/watch?v=pZSp0HSzGqQ,8.758700882,11.92851644,a7c5bc08c,utterance_3.mp4,0.52674271,-0.521783431,0
https://www.youtube.com/watch?v=pZSp0HSzGqQ,12.55413793,13.88879711,a7c5bc08c,utterance_4.mp4,0.138251987,-0.050434376,0
https://www.youtube.com/watch?v=pZSp0HSzGqQ,14.8897915,16.85007217,a7c5bc08c,utterance_5.mp4,0.358346132,0.099846181,0
https://www.youtube.com/watch?v=pZSp0HSzGqQ,17.51740176,25.85902165,a7c5bc08c,utterance_6.mp4,0.668330103,-0.454422566,0
https://www.youtube.com/watch?v=pZSp0HSzGqQ,26.56805934,30.98911788,a7c5bc08c,utterance_7.mp4,0.67261352,-0.609203121,0
https://www.youtube.com/watch?v=pZSp0HSzGqQ,33.57502005,37.3704571,a7c5bc08c,utterance_9.mp4,0.799449325,-0.178616292,0
https://www.youtube.com/watch?v=TKVg43IZfQc,0,94.78952136,d1dae148e,utterance_1.mp4,0.29898915,-0.095196066,5
https://www.youtube.com/watch?v=TKVg43IZfQc,95.05644011,136.5956707,d1dae148e,utterance_2.mp4,0.284813789,-0.264207308,5
https://www.youtube.com/watch?v=TKVg43IZfQc,136.8625894,140.0322496,d1dae148e,utterance_3.mp4,0.196630184,-0.497718426,5
https://www.youtube.com/watch?v=TKVg43IZfQc,139.8987902,141.7004918,d1dae148e,utterance_4.mp4,0.230103198,-0.637206605,5
https://www.youtube.com/watch?v=TKVg43IZfQc,142.2343293,146.7052184,d1dae148e,utterance_5.mp4,0.258168271,-0.476410085,5
https://www.youtube.com/watch?v=TKVg43IZfQc,147.3725153,159.5840481,d1dae148e,utterance_6.mp4,0.301430216,-0.566858478,5
https://www.youtube.com/watch?v=TKVg43IZfQc,160.2179801,161.8528575,d1dae148e,utterance_7.mp4,0.473675695,-0.340179155,4
